trip_id,driver_id,pickup_time,dropoff_time,pickup_location,dropoff_location,fare_amount,status
trip_940,driver_14,2025-07-09 12:47:05,2025-07-09 13:03:05,802 Rhine Hills,797 Veterans Terrace,14.6,completed
trip_941,driver_33,2025-07-09 12:06:54,2025-07-09 12:20:54,766 J Street,81 Yukon Shore,22.33,completed
trip_942,driver_40,2025-07-09 12:43:45,2025-07-09 13:35:45,1357 Pontiac Point,320 College Grove,45.1,cancelled
trip_943,driver_30,2025-07-09 12:28:49,2025-07-09 13:06:49,240 San Rafael Estate,210 Agua Stravenue,26.53,completed
trip_944,driver_15,2025-07-09 12:52:38,2025-07-09 12:59:38,1152 Van Buren Crescent,1024 Alpha Arcade,27.28,completed
trip_945,driver_42,2025-07-09 12:34:02,2025-07-09 13:29:02,7 Sanches Point,1110 Custer Ranch,25.06,cancelled
trip_946,driver_19,2025-07-09 12:43:11,2025-07-09 12:55:11,1354 Springfield Garden,932 Marina Green Station,32.61,completed
trip_947,driver_22,2025-07-09 12:01:08,2025-07-09 12:35:08,95 Hemdale Stravenue,1356 Fenton Heights,40.22,completed
trip_948,driver_43,2025-07-09 12:27:27,2025-07-09 13:19:27,,612 Avila Lane,13.27,completed
trip_949,driver_12,2025-07-09 12:41:19,2025-07-09 13:01:19,1071 Moneta Court,25 Reservoir Park,25.18,completed
trip_950,driver_42,2025-07-09 12:49:34,2025-07-09 13:14:34,367 Monument Bend,566 Ruger Viaduct,,cancelled
trip_951,driver_37,2025-07-09 12:46:14,2025-07-09 13:24:14,692 San Jose Road,121 The Embarcadero Road,35.02,completed
trip_952,driver_36,2025-07-09 12:49:46,2025-07-09 12:58:46,804 Hays Freeway,911 Stilwell Glen,6.35,completed
trip_953,driver_29,2025-07-09 12:40:59,2025-07-09 13:29:59,695 Paradise Heights,454 Emerald Drive,47.62,completed
trip_954,driver_42,2025-07-09 12:01:20,2025-07-09 12:08:20,428 Freelon Lodge,415 Precita Bayou,47.71,completed
trip_955,driver_25,2025-07-09 12:33:05,2025-07-09 13:26:05,1393 Atalaya Landing,,33.75,completed
trip_956,driver_5,2025-07-09 12:12:47,2025-07-09 13:00:47,537 Alviso Station,302 Peters Garden,13.58,completed
trip_957,driver_25,2025-07-09 12:28:02,2025-07-09 13:08:02,1321 Natoma Street,1349 Barry Run,9.75,completed
trip_958,driver_28,2025-07-09 12:56:11,2025-07-09 13:03:11,353 White Bayou,977 Leland Circle,37.49,completed
trip_959,driver_28,2025-07-09 12:31:52,2025-07-09 12:58:52,,804 Sternberg Gardens,38.13,completed
trip_960,driver_49,2025-07-09 12:40:29,2025-07-09 13:37:29,1039 Edie Green,1386 Opalo Street,28.47,completed
trip_961,driver_50,2025-07-09 12:49:48,2025-07-09 13:32:48,749 Music Concourse Access Grove,346 Castro Field,44.18,completed
trip_962,driver_11,2025-07-09 12:38:03,2025-07-09 13:00:03,635 Dalewood Crescent,454 Baywood Glen,45.96,completed
trip_963,driver_9,2025-07-09 12:57:05,2025-07-09 13:53:05,1121 Bernice Cove,305 Circular Crossing,39.19,cancelled
trip_964,driver_26,2025-07-09 12:05:39,2025-07-09 12:19:39,887 Varela Spur,1154 Pierpoint Center,28.07,completed
trip_965,driver_13,2025-07-09 12:56:27,2025-07-09 13:15:27,408 San Felipe Manor,589 East Fort Miley Bend,18.54,completed
trip_966,driver_10,2025-07-09 12:43:36,2025-07-09 13:14:36,804 Santa Rosa Heights,19 Monticello Alley,16.2,completed
trip_967,driver_44,2025-07-09 12:52:48,2025-07-09 13:44:48,885 Velasco Bypass,287 Oriole Expressway,32.31,completed
trip_968,driver_49,2025-07-09 12:06:04,2025-07-09 12:42:04,1080 Lathrop Court,493 Thornburg Trace,14.11,completed
trip_969,driver_6,2025-07-09 12:24:34,2025-07-09 13:04:34,450 De Forest Manor,1357 Bright Mews,39.1,completed
trip_970,driver_44,2025-07-09 12:23:55,2025-07-09 12:56:55,777 Child Spur,199 Wills Estate,42.06,completed
trip_971,driver_3,2025-07-09 12:20:50,2025-07-09 12:35:50,1280 West Broadway Path,72 Dicha Heights,5.97,completed
trip_972,driver_32,2025-07-09 12:13:03,2025-07-09 13:09:03,1290 Battery Crosby Park,333 Quebec Road,13.61,completed
trip_973,driver_30,2025-07-09 12:44:11,2025-07-09 13:02:11,483 Cross Creek,617 Rex Place,18.04,completed
trip_974,driver_19,2025-07-09 12:44:22,2025-07-09 13:11:22,345 Gatun Cove,837 Pelican Cove Row,31.73,completed
trip_975,driver_38,2025-07-09 12:03:04,2025-07-09 12:43:04,1282 Wyton Pine,83 Fairfield Parkway,10.95,completed
trip_976,driver_40,2025-07-09 12:41:24,2025-07-09 12:52:24,1147 Powhattan Ferry,833 Exposition Loop,34.37,completed
trip_977,driver_40,2025-07-09 12:25:50,2025-07-09 13:14:50,307 Willow Junction,491 Oreilly Garden,21.4,cancelled
trip_978,driver_15,2025-07-09 12:39:46,2025-07-09 13:20:46,163 Phelps Bypass,246 Lamson Hill,22.71,completed
trip_979,driver_34,2025-07-09 12:15:07,2025-07-09 12:47:07,300 Orsi Cove,934 Hamerton Plaza,39.71,completed
trip_980,driver_9,2025-07-09 12:15:21,2025-07-09 13:10:21,369 Gibb Heights,1318 Arch Landing,44.14,completed
trip_981,driver_1,2025-07-09 12:20:05,2025-07-09 13:15:05,1258 Glendale Pine,667 Loomis Garden,30.49,completed
trip_982,driver_42,2025-07-09 12:46:56,2025-07-09 13:18:56,423 Northern Drive,597 Boutwell Junction,34.2,completed
trip_983,driver_47,2025-07-09 12:45:22,2025-07-09 13:44:22,128 Bitting Pike,290 Banneker Freeway,6.37,completed
trip_984,driver_4,2025-07-09 12:51:05,2025-07-09 13:27:05,1148 Lundeen Shore,1356 Veterans Turnpike,41.51,completed
trip_985,driver_8,2025-07-09 12:40:12,2025-07-09 13:05:12,1067 Laskie Road,912 Pink Plaza,13.74,completed
trip_986,driver_32,2025-07-09 12:49:42,2025-07-09 13:11:42,647 Lucerne Highway,139 Forest View Turnpike,8.94,completed
trip_987,driver_5,2025-07-09 12:35:01,2025-07-09 12:59:01,1336 Rizal Station,778 Armistead Lake,19.66,completed
trip_988,driver_9,2025-07-09 12:00:19,2025-07-09 12:08:19,862 Gerard Parkway,1156 Twin Peaks Circle,28.64,completed
trip_989,driver_23,2025-07-09 12:37:33,2025-07-09 13:32:33,1243 Heyman Pine,1159 East Beach Road,38.02,completed
trip_990,driver_26,2025-07-09 12:20:27,2025-07-09 12:28:27,1072 Dickinson Canyon,63 Saint Charles Spur,40.45,completed
trip_991,driver_4,2025-07-09 12:48:38,2025-07-09 13:38:38,,829 Spooner Glen,18.81,in_progress
trip_992,driver_44,2025-07-09 12:28:12,2025-07-09 12:47:12,1006 Ozbourn Annex,1121 Raycliff Expressway,13.29,completed
trip_993,driver_19,2025-07-09 12:33:53,2025-07-09 12:50:53,716 Bergen Ferry,113 Mount Row,17.82,in_progress
trip_994,driver_15,2025-07-09 12:22:29,2025-07-09 12:27:29,414 Williar Lane,369 Holly Park Hill,48.87,completed
trip_995,driver_38,2025-07-09 12:49:18,2025-07-09 13:30:18,1032 Allston Pass,1143 Manzanita Garden,47.44,completed
trip_996,driver_37,2025-07-09 12:12:48,2025-07-09 12:57:48,1172 Saroyan Spur,1089 Oak Hills Lake,27.72,completed
trip_997,driver_27,2025-07-09 12:14:32,2025-07-09 12:40:32,348 Saturn Route,265 Elliot Center,45.92,completed
trip_998,driver_44,2025-07-09 12:50:49,2025-07-09 13:15:49,776 Ludlow Parkway,1389 Kendall Walk,23.77,completed
trip_999,driver_42,2025-07-09 12:59:37,2025-07-09 13:09:37,1027 Britton Lodge,440 Miguel Mews,10.01,completed
trip_1000,driver_9,2025-07-09 12:29:59,2025-07-09 12:42:59,491 Costa Lane,349 Wheeler Bypass,36.98,completed
trip_1001,driver_43,2025-07-09 11:53:06,2025-07-09 12:15:06,996 Lucy Mall,727 Striped Bass Junction,42.71,completed
trip_1002,driver_44,2025-07-09 11:28:57,2025-07-09 11:38:57,1193 Restani Stravenue,1062 Glover Grove,36.86,completed
trip_1003,driver_41,2025-07-09 11:14:05,2025-07-09 12:04:05,1127 Otis Motorway,91 Bartol Expressway,22.87,completed
trip_1004,driver_32,2025-07-09 11:42:36,2025-07-09 11:47:36,1184 Shipley Lane,1138 Sturgeon Path,29.15,completed
trip_1005,driver_7,2025-07-09 11:38:31,2025-07-09 12:36:31,88 Hangah Field,1130 Stanley Circle,25.1,completed
trip_1006,driver_36,2025-07-09 11:32:11,2025-07-09 12:25:11,153 Alberta Pine,767 Stern Grove Court,,cancelled
trip_1007,driver_30,2025-07-09 11:28:57,2025-07-09 11:58:57,1154 Tomaso Walk,494 Via Bufano Trace,40.95,completed
trip_1008,driver_43,2025-07-09 11:21:07,2025-07-09 11:49:07,975 Legion Of Honor Row,346 Cargo Trail,37.82,completed
trip_1009,driver_8,2025-07-09 11:58:18,2025-07-09 12:28:18,1154 Prescott Freeway,478 Brown Boulevard,21.69,completed
trip_1010,driver_48,2025-07-09 11:10:07,2025-07-09 11:19:07,67 Sunglow Extension,1152 Waverly Plaza,18.52,in_progress
trip_1011,driver_29,2025-07-09 11:26:34,2025-07-09 11:50:34,1137 Easement Viaduct,,32.54,completed
trip_1012,driver_18,2025-07-09 11:15:33,2025-07-09 11:33:33,688 Berry Terrace,363 Romain Trail,27.86,completed
trip_1013,driver_14,2025-07-09 11:06:09,2025-07-09 11:26:09,98 Harrison Green,837 Yacht Circle,38.64,completed
trip_1014,driver_38,2025-07-09 11:09:27,2025-07-09 11:58:27,678 Clay Stravenue,1042 Walbridge Estate,34.87,completed
trip_1015,driver_22,2025-07-09 11:29:07,2025-07-09 12:22:07,60 Steiner Ferry,661 San Anselmo Spur,11.15,completed
trip_1016,driver_3,2025-07-09 11:38:32,2025-07-09 12:25:32,1289 Nahua Canyon,1281 Fisher Glen,32.86,completed
trip_1017,driver_44,2025-07-09 11:08:04,2025-07-09 11:58:04,1070 Hester Viaduct,741 Cyril Magnin Turnpike,28.89,completed
trip_1018,driver_34,2025-07-09 11:37:28,2025-07-09 12:35:28,738 Lulu Spur,729 Culebra Garden,6.09,completed
trip_1019,driver_16,2025-07-09 11:37:46,2025-07-09 12:34:46,1141 Windsor Center,1052 First Lane,29.41,completed
trip_1020,driver_22,2025-07-09 11:50:06,2025-07-09 12:42:06,600 Apparel Ranch,,47.05,completed
trip_1021,driver_43,2025-07-09 11:08:47,2025-07-09 11:56:47,982 Belles Estate,1341 Storey Grove,44.86,completed
trip_1022,driver_3,2025-07-09 11:27:31,2025-07-09 12:04:31,1124 Kent Street,203 Beacon Pine,27.14,in_progress
trip_1023,driver_16,2025-07-09 11:31:21,2025-07-09 12:25:21,1142 Himmelmann Motorway,1385 Napier Trace,21.95,completed
trip_1024,driver_44,2025-07-09 11:06:22,2025-07-09 11:51:22,1121 Valparaiso Avenue,330 Castro Freeway,5.61,completed
trip_1025,driver_14,2025-07-09 11:10:02,2025-07-09 11:29:02,944 Robert Kirk Row,769 Carmel Annex,17.61,completed
trip_1026,driver_34,2025-07-09 11:09:31,2025-07-09 12:06:31,1035 Mistral Route,1157 Ironwood Stravenue,,completed
trip_1027,driver_14,2025-07-09 11:57:51,2025-07-09 12:57:51,1227 Minnesota Glen,365 Rio Verde Plaza,21.65,completed
trip_1028,driver_17,2025-07-09 11:37:52,2025-07-09 12:14:52,63 Wedemeyer Bridge,782 Quincy Field,25.42,completed
trip_1029,driver_16,2025-07-09 11:16:13,2025-07-09 11:52:13,1233 Beale Spur,979 Williar Road,,in_progress
trip_1030,driver_38,2025-07-09 11:41:23,2025-07-09 12:30:23,919 Mono Street,824 Prescott Crossing,,in_progress
trip_1031,driver_2,2025-07-09 11:17:35,2025-07-09 12:02:35,1335 Pinehurst Hill,774 Osage Gardens,15.64,completed
trip_1032,driver_34,2025-07-09 11:38:12,2025-07-09 11:45:12,944 Cranleigh Station,722 Tubbs Motorway,42.09,completed
trip_1033,driver_46,2025-07-09 11:19:37,2025-07-09 12:17:37,1282 Charlton Crossing,1012 Miles Row,31.3,completed
trip_1034,driver_3,2025-07-09 11:45:30,2025-07-09 12:10:30,1197 Fella Green,604 Eddy Circle,48.24,completed
trip_1035,driver_48,2025-07-09 11:02:59,2025-07-09 11:59:59,1353 Wall Field,782 Catalina Annex,30.35,completed
trip_1036,driver_48,2025-07-09 11:21:57,2025-07-09 11:32:57,270 Avon Lake,741 Mountview Cove,33.23,completed
trip_1037,driver_49,2025-07-09 11:38:04,2025-07-09 11:57:04,1169 Beaumont Station,343 Battery Cranston Gardens,26.0,completed
trip_1038,driver_17,2025-07-09 11:38:53,2025-07-09 12:38:53,1210 Battery Cranston Park,1281 Gabilan Parkway,22.47,completed
trip_1039,driver_31,2025-07-09 11:48:54,2025-07-09 12:27:54,138 Bay View Alley,901 Upper Service Ranch,20.36,completed
trip_1040,driver_28,2025-07-09 11:51:58,2025-07-09 12:02:58,589 Shannon Row,2 Massasoit Freeway,19.36,completed
trip_1041,driver_28,2025-07-09 11:43:33,2025-07-09 11:52:33,162 Craig Loop,858 Dehon Plaza,36.1,completed
trip_1042,driver_43,2025-07-09 11:55:13,2025-07-09 12:20:13,479 Rosemont Bypass,,,in_progress
trip_1043,driver_50,2025-07-09 11:29:03,2025-07-09 11:49:03,1368 Inca Stravenue,755 Mint Canyon,42.42,completed
trip_1044,driver_20,2025-07-09 11:42:34,2025-07-09 12:04:34,747 Gambier Manor,1268 Sloan Ranch,31.16,in_progress
trip_1045,driver_45,2025-07-09 11:36:32,2025-07-09 11:52:32,260 Verdi Terrace,672 Halibut Boulevard,30.98,completed
trip_1046,driver_27,2025-07-09 11:48:56,2025-07-09 12:31:56,1201 Mint Row,861 Kingston Row,34.65,completed
trip_1047,driver_11,2025-07-09 11:57:57,2025-07-09 12:37:57,1168 Diaz Mews,1016 Carver Pike,44.85,completed
trip_1048,driver_19,2025-07-09 11:40:31,2025-07-09 11:49:31,1090 Sunset Point,1335 Oak Hills Alley,7.0,completed
trip_1049,driver_49,2025-07-09 11:50:24,2025-07-09 12:35:24,155 Delgado Crossing,311 Seneca Bend,15.81,completed
trip_1050,driver_34,2025-07-09 11:13:24,2025-07-09 11:37:24,336 Olympic Country Club Trace,188 Dr Tom Waddell Gardens,35.22,completed
trip_1051,driver_5,2025-07-09 11:54:53,2025-07-09 12:39:53,935 Tonquin Stravenue,1035 Lopez Alley,23.97,completed
trip_1052,driver_49,2025-07-09 11:42:29,2025-07-09 12:11:29,720 Garfield Junction,1118 Quane Center,22.35,completed
trip_1053,driver_7,2025-07-09 11:38:48,2025-07-09 12:04:48,700 Mabini Route,1167 Chula Route,5.06,completed
trip_1054,driver_15,2025-07-09 11:08:40,2025-07-09 12:02:40,123 East Crystal Cove Terrace,,41.31,completed
trip_1055,driver_34,2025-07-09 11:33:06,2025-07-09 11:41:06,,1229 Santa Ana Drive,23.48,completed
trip_1056,driver_33,2025-07-09 11:51:20,2025-07-09 12:12:20,91 Argent Motorway,158 Upton Bridge,48.27,completed
trip_1057,driver_13,2025-07-09 11:04:25,2025-07-09 11:31:25,318 Mary Teresa Ranch,356 Emma Crescent,41.52,completed
trip_1058,driver_19,2025-07-09 11:40:52,2025-07-09 12:08:52,618 Museum Point,573 Miller Lake,40.64,completed
trip_1059,driver_45,2025-07-09 11:54:52,2025-07-09 12:02:52,1386 South Van Ness Green,861 California Canyon,48.77,completed
trip_1060,driver_36,2025-07-09 11:06:05,2025-07-09 12:01:05,517 Sola Park,506 Buena Vista Alley,9.0,completed
trip_1061,driver_32,2025-07-09 11:43:08,2025-07-09 12:40:08,572 Latona Gardens,,28.56,completed
trip_1062,driver_7,2025-07-09 11:01:56,2025-07-09 11:15:56,315 Capra Place,734 Divisadero Trace,9.79,completed
trip_1063,driver_36,2025-07-09 11:14:01,2025-07-09 12:03:01,1087 Church Parking Lot Annex,30 Poppy Center,12.41,completed
trip_1064,driver_27,2025-07-09 11:47:00,2025-07-09 12:26:00,1032 Spring Center,1089 Jessie West Place,20.62,completed
trip_1065,driver_15,2025-07-09 11:44:29,2025-07-09 12:07:29,586 Hallam Pass,1166 Wilmot Estate,46.39,completed
trip_1066,driver_12,2025-07-09 11:41:39,2025-07-09 12:08:39,1227 Cohen Pine,938 Rivas Rapids,23.86,in_progress
trip_1067,driver_41,2025-07-09 11:32:51,2025-07-09 11:49:51,1053 Patterson Arcade,900 Sibley Stravenue,11.09,completed
trip_1068,driver_35,2025-07-09 11:06:26,2025-07-09 11:13:26,750 Arlington Annex,623 Wilson Expressway,21.39,completed
trip_1069,driver_2,2025-07-09 11:52:17,2025-07-09 12:19:17,869 Wills Pine,675 Sunnyside Point,27.59,in_progress
trip_1070,driver_41,2025-07-09 11:17:38,2025-07-09 11:25:38,911 Bowling Green Bypass,1002 Girard Extension,8.72,completed
trip_1071,driver_28,2025-07-09 11:15:59,2025-07-09 11:47:59,691 Ludlow Road,518 Mary Drive,35.17,completed
trip_1072,driver_37,2025-07-09 11:53:20,2025-07-09 12:42:20,1313 Vista View Terrace,455 San Ramon Pike,32.92,completed
trip_1073,driver_40,2025-07-09 11:39:28,2025-07-09 12:01:28,550 Newman Arcade,1330 Lysette Field,17.19,completed
trip_1074,driver_27,2025-07-09 11:31:14,2025-07-09 11:58:14,657 Lundeen Grove,92 Persia Hill,39.09,completed
trip_1075,driver_46,2025-07-09 11:52:17,2025-07-09 12:24:17,539 Hamilton Path,557 Rose Road,13.32,completed
trip_1076,driver_18,2025-07-09 11:43:35,2025-07-09 12:40:35,1130 Clement Place,1039 Alameda Heights,16.88,completed
trip_1077,driver_12,2025-07-09 11:02:59,2025-07-09 11:51:59,521 Greely Terrace,495 Hemdale Motorway,5.75,completed
trip_1078,driver_41,2025-07-09 10:44:18,2025-07-09 11:19:18,964 Jennings Crescent,55 Ney Pass,44.71,completed
trip_1079,driver_1,2025-07-09 10:59:49,2025-07-09 11:45:49,282 Jason Turnpike,266 Rey Loop,5.28,completed
trip_1080,driver_3,2025-07-09 10:47:53,2025-07-09 11:26:53,649 Priest Cove,689 Hamerton Glen,49.01,in_progress
trip_1081,driver_42,2025-07-09 10:11:22,2025-07-09 10:51:22,210 Newhall Park,1269 Palm Bypass,25.73,completed
trip_1082,driver_42,2025-07-09 10:04:10,2025-07-09 10:55:10,410 White Hill,110 Acevedo Expressway,23.94,completed
trip_1083,driver_17,2025-07-09 10:52:33,2025-07-09 11:39:33,41 Bosworth Center,777 Macondray Manor,35.51,completed
trip_1084,driver_24,2025-07-09 10:14:15,2025-07-09 10:26:15,62 Mark Gardens,434 Rome Plaza,5.88,completed
trip_1085,driver_39,2025-07-09 10:51:07,2025-07-09 11:28:07,281 Otter Cove Cove,444 Scenic Crossing,15.95,completed
trip_1086,driver_14,2025-07-09 10:10:23,2025-07-09 10:41:23,,360 Fallon Mall,31.7,completed
trip_1087,driver_2,2025-07-09 10:25:29,2025-07-09 11:04:29,,20 Opalo Circle,36.04,completed
trip_1088,driver_38,2025-07-09 10:13:32,2025-07-09 11:03:32,870 Dartmouth Mews,1123 Florence Creek,37.31,completed
trip_1089,driver_38,2025-07-09 10:24:20,2025-07-09 11:01:20,,872 Delano Run,38.94,completed
trip_1090,driver_7,2025-07-09 10:45:10,2025-07-09 11:14:10,580 Bannock Lake,1327 Clearfield Mall,6.48,completed
trip_1091,driver_24,2025-07-09 10:33:16,2025-07-09 11:10:16,1028 Myra Hill,304 Cordelia Boulevard,29.42,completed
trip_1092,driver_43,2025-07-09 10:02:10,2025-07-09 10:24:10,1269 Phoenix Mall,,11.1,completed
trip_1093,driver_20,2025-07-09 10:55:30,2025-07-09 11:10:30,735 Conwell Run,829 Cameron Estate,32.39,cancelled
trip_1094,driver_26,2025-07-09 10:19:08,2025-07-09 11:00:08,944 Tulip Creek,939 Lathrop Pass,31.61,completed
trip_1095,driver_41,2025-07-09 10:15:46,2025-07-09 10:28:46,906 Custom House Boulevard,1180 Dakota Road,48.74,completed
trip_1096,driver_14,2025-07-09 10:51:43,2025-07-09 11:20:43,1325 Tomaso Trace,246 Lindsay Expressway,29.34,completed
trip_1097,driver_44,2025-07-09 10:58:29,2025-07-09 11:06:29,405 Tillman Walk,655 Iris Annex,38.6,completed
trip_1098,driver_43,2025-07-09 10:06:42,2025-07-09 10:12:42,305 Brady Gardens,481 Wisconsin Terrace,38.18,in_progress
trip_1099,driver_22,2025-07-09 10:10:21,2025-07-09 10:30:21,,422 Wetmore Motorway,14.54,completed
trip_1100,driver_2,2025-07-09 10:12:50,2025-07-09 10:49:50,304 Bucareli Row,221 San Aleso Hills,41.27,completed
trip_1101,driver_40,2025-07-09 10:20:49,2025-07-09 10:37:49,683 Joice Ranch,765 Kempton Bend,35.1,completed
trip_1102,driver_10,2025-07-09 10:36:42,2025-07-09 11:04:42,933 West Point Landing,,18.36,completed
trip_1103,driver_20,2025-07-09 10:51:25,2025-07-09 11:40:25,436 Chinook Path,1394 Vidal Avenue,38.62,completed
trip_1104,driver_2,2025-07-09 10:09:55,2025-07-09 10:31:55,1141 Arago Walk,753 Claude Road,29.54,completed
trip_1105,driver_2,2025-07-09 10:27:21,2025-07-09 11:12:21,1299 State Square,9 Bernice Rodgers Road,38.22,completed
trip_1106,driver_20,2025-07-09 10:57:18,2025-07-09 11:33:18,347 Northwood Place,1009 E Court,43.14,completed
trip_1107,driver_9,2025-07-09 10:34:24,2025-07-09 11:29:24,,539 Twin Peaks Road,32.2,completed
trip_1108,driver_28,2025-07-09 10:06:29,2025-07-09 10:33:29,383 Oak Access Highway,1093 Aladdin Walk,8.3,completed
trip_1109,driver_30,2025-07-09 10:04:09,2025-07-09 11:03:09,1093 Palace Of Fine Arts Cove,676 Delta Pike,6.17,in_progress
trip_1110,driver_28,2025-07-09 10:29:19,2025-07-09 10:59:19,1341 Montgomery Hills,616 Powhattan Field,44.94,completed
trip_1111,driver_9,2025-07-09 10:03:04,2025-07-09 10:25:04,319 Sunset Heights,442 Anson Extension,26.88,completed
trip_1112,driver_39,2025-07-09 10:13:15,2025-07-09 10:34:15,439 Charles Court,1064 Cayuga Field,32.45,completed
trip_1113,driver_32,2025-07-09 10:54:11,2025-07-09 11:03:11,211 Patterson Gardens,689 Nueva Lake,6.74,completed
trip_1114,driver_29,2025-07-09 10:12:07,2025-07-09 10:22:07,1399 Cloud Bypass,455 Greely Creek,26.22,completed
trip_1115,driver_15,2025-07-09 10:18:21,2025-07-09 11:02:21,442 Harrington Lane,1082 Galvez Trail,8.52,completed
trip_1116,driver_47,2025-07-09 10:30:18,2025-07-09 11:18:18,1002 Byxbee Cove,1246 Golden Lake,46.44,completed
trip_1117,driver_11,2025-07-09 10:31:23,2025-07-09 11:03:23,1298 Richard Henry Dana Grove,265 Ora Gardens,44.03,completed
trip_1118,driver_29,2025-07-09 10:33:58,2025-07-09 10:41:58,1010 Olympic Country Club Green,993 Wisconsin Grove,19.48,completed
trip_1119,driver_13,2025-07-09 10:55:01,2025-07-09 11:34:01,1218 Harris Row,96 John Muir Annex,37.63,completed
trip_1120,driver_33,2025-07-09 10:42:49,2025-07-09 11:19:49,473 Von Schmidt Extension,498 Kingston Junction,10.94,completed
trip_1121,driver_42,2025-07-09 10:29:01,2025-07-09 10:57:01,87 Hicks Plaza,209 Ardath Bend,41.84,cancelled
trip_1122,driver_5,2025-07-09 10:08:14,2025-07-09 10:13:14,355 Middle West Heights,1174 Robert C Levy Bypass,,completed
trip_1123,driver_19,2025-07-09 10:36:48,2025-07-09 11:29:48,1011 Blairwood Lake,611 Dawnview Garden,37.39,completed
trip_1124,driver_14,2025-07-09 10:46:22,2025-07-09 11:29:22,150 Harper Row,686 Southwood Drive,46.26,completed
trip_1125,driver_47,2025-07-09 10:19:39,2025-07-09 11:01:39,,1131 Waithman Garden,21.05,in_progress
trip_1126,driver_49,2025-07-09 10:11:30,2025-07-09 11:09:30,1183 Clinton Crescent,897 Gatun Manor,49.94,completed
trip_1127,driver_41,2025-07-09 10:33:47,2025-07-09 10:52:47,824 Hemdale Trace,772 Porter Pass,48.77,completed
trip_1128,driver_40,2025-07-09 10:09:50,2025-07-09 10:19:50,357 Pershing Station,41 Bonview Mall,9.61,completed
trip_1129,driver_9,2025-07-09 10:01:19,2025-07-09 10:30:19,1156 Glenview Park,496 Stark Freeway,30.96,completed
trip_1130,driver_17,2025-07-09 10:30:43,2025-07-09 10:35:43,852 Belgrave Arcade,1173 Kamille Freeway,5.09,completed
trip_1131,driver_22,2025-07-09 10:14:59,2025-07-09 11:12:59,1277 Walkway Bridge,88 Century Parkway,34.05,completed
trip_1132,driver_31,2025-07-09 10:01:04,2025-07-09 10:45:04,679 Fairfield Pike,1256 Emerald Manor,17.5,completed
trip_1133,driver_1,2025-07-09 10:40:19,2025-07-09 11:32:19,997 Hemlock Grove,1326 Palos Terrace,32.93,completed
trip_1134,driver_33,2025-07-09 10:15:56,2025-07-09 10:33:56,1085 Camellia Pike,835 Diamond Heights Center,24.03,cancelled
trip_1135,driver_48,2025-07-09 10:09:48,2025-07-09 10:33:48,1199 Wilder Green,,46.91,completed
trip_1136,driver_9,2025-07-09 10:03:03,2025-07-09 10:54:03,71 Clementina Road,916 Havens Lake,18.79,cancelled
trip_1137,driver_43,2025-07-09 10:13:27,2025-07-09 10:39:27,462 French Mall,1103 The Block Row,16.61,completed
trip_1138,driver_14,2025-07-09 10:34:54,2025-07-09 11:09:54,253 Martin Luther King Jr Gardens,744 Cunningham Pass,41.16,completed
trip_1139,driver_5,2025-07-09 10:31:22,2025-07-09 11:21:22,770 Miles Estate,799 Octavia Canyon,38.2,completed
trip_1140,driver_39,2025-07-09 10:40:51,2025-07-09 11:27:51,1169 Scenic Annex,623 United Nations Motorway,49.97,completed
trip_1141,driver_48,2025-07-09 10:35:35,2025-07-09 11:34:35,1037 Levant Avenue,297 Commer Turnpike,37.73,completed
trip_1142,driver_8,2025-07-09 10:12:54,2025-07-09 11:07:54,171 Amatista Bypass,1334 Gold Run,44.59,cancelled
trip_1143,driver_12,2025-07-09 10:06:23,2025-07-09 10:37:23,695 Alviso Expressway,346 Cypress Ranch,38.22,completed
trip_1144,driver_18,2025-07-09 10:35:26,2025-07-09 10:52:26,413 Mars Creek,,48.77,completed
trip_1145,driver_39,2025-07-09 10:09:23,2025-07-09 10:19:23,57 Vidal Point,1281 Rockaway Mews,18.12,completed
trip_1146,driver_35,2025-07-09 10:23:41,2025-07-09 11:19:41,887 Farragut Center,1283 Judah Annex,,cancelled
trip_1147,driver_9,2025-07-09 10:34:14,2025-07-09 11:15:14,810 Walkway Center,1374 Sampson Turnpike,24.93,completed
trip_1148,driver_19,2025-07-09 10:48:04,2025-07-09 11:38:04,1310 Pinehurst Canyon,,11.87,completed
trip_1149,driver_26,2025-07-09 10:06:35,2025-07-09 10:38:35,1187 Weston Road,374 Texas Center,41.35,completed
trip_1150,driver_39,2025-07-09 10:09:50,2025-07-09 10:29:50,1139 Villa Lane,357 Isadora Duncan Expressway,29.56,completed
trip_1151,driver_18,2025-07-09 10:59:24,2025-07-09 11:26:24,321 Coldspring Loop,1132 Greenspring Hill,25.46,completed
trip_1152,driver_4,2025-07-09 10:09:43,2025-07-09 10:22:43,785 Waverly Run,794 Elizabeth Bypass,15.66,cancelled
trip_1153,driver_31,2025-07-09 10:01:34,2025-07-09 10:14:34,782 Case Path,146 Westwood Place,44.07,completed
trip_1154,driver_25,2025-07-09 10:43:43,2025-07-09 11:43:43,149 Mason Avenue,799 Fulton Pass,10.41,completed
trip_1155,driver_38,2025-07-09 09:34:30,2025-07-09 10:16:30,778 Winthrop Pine,1222 Brosnan Circle,16.42,completed
trip_1156,driver_44,2025-07-09 09:07:46,2025-07-09 09:47:46,268 Balance Road,970 France Glen,34.32,completed
