trip_id,driver_id,user_id,pickup_time,dropoff_time,pickup_location,dropoff_location,fare_amount,status
trip_934,driver_15,user_70,2025-07-10 19:10:08,2025-07-10 19:53:08,713 Liberty Spur,663 Walter U Lum Trace,,in_progress
trip_935,driver_16,user_47,2025-07-10 19:31:55,2025-07-10 19:43:55,680 Delmar Road,1340 Battery Crosby Bypass,44.9,completed
trip_936,driver_9,user_77,2025-07-10 08:05:25,2025-07-10 08:17:25,84 Burlwood Viaduct,512 Liberty Lane,,completed
trip_937,driver_1,user_52,2025-07-10 05:56:23,2025-07-10 06:18:23,800 Byxbee Court,179 Maddux Stravenue,14.31,completed
trip_938,driver_13,user_48,2025-07-10 07:10:53,2025-07-10 07:38:53,602 Pomona Highway,1393 Columbia Square Alley,18.75,completed
trip_939,driver_18,user_76,2025-07-10 03:58:52,2025-07-10 04:05:52,1174 Sterling Pass,,34.69,completed
trip_940,driver_1,user_77,2025-07-10 07:18:55,2025-07-10 07:56:55,514 Kennedy Crossing,1042 Badger Gardens,25.19,completed
trip_941,driver_12,user_46,2025-07-10 17:44:26,2025-07-10 18:18:26,804 Naglee Mall,171 Edna Drive,40.97,completed
trip_942,driver_6,user_56,2025-07-10 00:40:32,2025-07-10 01:20:32,778 Fresno Route,1054 Sloan Extension,,completed
trip_943,driver_17,user_62,2025-07-10 00:55:03,2025-07-10 01:10:03,383 Plum Grove,635 Liggett Freeway,47.04,completed
trip_944,driver_19,user_70,2025-07-10 22:56:36,2025-07-10 23:17:36,279 Topaz Gardens,1146 Ankeny Canyon,9.51,completed
trip_945,driver_7,user_72,2025-07-10 00:36:24,2025-07-10 00:55:24,391 Elmwood Bridge,835 Lassen Terrace,24.51,completed
trip_946,driver_6,user_45,2025-07-10 20:32:05,2025-07-10 21:18:05,,1297 Leese Plaza,30.94,completed
trip_947,driver_15,user_57,2025-07-10 13:54:11,2025-07-10 14:47:11,675 Jessie Park,1345 Lysette Grove,32.11,completed
trip_948,driver_8,user_76,2025-07-10 10:52:00,2025-07-10 11:42:00,618 Blair Landing,507 Fontinella Garden,47.73,completed
trip_949,driver_11,user_45,2025-07-10 01:11:02,2025-07-10 01:42:02,1276 Pacheco Hill,1312 Ellington Trail,41.24,completed
trip_950,driver_8,user_62,2025-07-10 16:30:46,2025-07-10 16:59:46,290 Garrison Green,1153 Silverview Expressway,,cancelled
trip_951,driver_15,user_61,2025-07-10 03:15:02,2025-07-10 04:10:02,130 Blackstone Lodge,83 Reposa Extension,19.09,completed
trip_952,driver_7,user_59,2025-07-10 18:03:10,2025-07-10 18:52:10,1347 Nob Hill Mews,373 Cambon Park,20.65,completed
trip_953,driver_18,user_51,2025-07-10 05:02:41,2025-07-10 06:02:41,1249 Jansen Lodge,27 Brosnan Path,36.9,cancelled
trip_954,driver_10,user_57,2025-07-10 20:44:32,2025-07-10 21:35:32,1338 Washington Avenue,580 Bishop Place,,cancelled
trip_955,driver_6,user_68,2025-07-10 23:10:41,2025-07-10 23:21:41,384 Sheridan Parkway,609 India Center,11.89,completed
trip_956,driver_19,user_56,2025-07-10 12:19:22,2025-07-10 12:38:22,977 West View Crossing,7 Century Lake,31.86,completed
trip_957,driver_17,user_67,2025-07-10 20:01:16,2025-07-10 20:26:16,777 Stow Lake Crescent,921 East Beach Arcade,20.15,completed
trip_958,driver_10,user_52,2025-07-10 23:35:04,2025-07-11 00:03:04,689 Clarence Bayou,1252 Mateo Pine,26.94,completed
trip_959,driver_17,user_60,2025-07-10 18:01:58,2025-07-10 18:31:58,602 Ulloa Run,313 Rossi Lodge,16.34,completed
trip_960,driver_19,user_53,2025-07-10 09:44:23,2025-07-10 09:53:23,806 Woodhaven Hills,1340 Chenery Hills,14.31,completed
trip_961,driver_5,user_59,2025-07-09 23:52:15,2025-07-10 00:36:15,1361 Erie Court,1233 Elmwood Glen,16.25,completed
trip_962,driver_3,user_54,2025-07-10 22:02:06,2025-07-10 22:35:06,232 Annie Bend,701 Thomas Mellon Road,26.31,completed
trip_963,driver_10,user_55,2025-07-10 04:22:10,2025-07-10 04:41:10,19 Selby Boulevard,88 Fernandez Street,42.64,completed
trip_964,driver_4,user_65,2025-07-10 18:16:43,2025-07-10 18:25:43,316 Rossi Court,321 Ford Center,46.28,completed
trip_965,driver_5,user_69,2025-07-10 06:57:09,2025-07-10 07:36:09,305 Dr Tom Waddell Path,885 Peralta Alley,48.24,completed
trip_966,driver_15,user_54,2025-07-10 20:39:17,2025-07-10 21:23:17,1187 E Center,804 Paper Extension,35.51,completed
trip_967,driver_4,user_54,2025-07-10 11:48:45,2025-07-10 12:12:45,830 Ludlow Pine,557 Berkshire Garden,37.53,completed
trip_968,driver_10,user_60,2025-07-10 10:10:32,2025-07-10 10:17:32,769 Flounder Lodge,721 Mallorca Lake,26.7,completed
trip_969,driver_5,user_74,2025-07-10 23:41:00,2025-07-11 00:13:00,268 Westside Pike,246 Lopez Garden,29.85,completed
trip_970,driver_6,user_65,2025-07-10 15:17:24,2025-07-10 15:37:24,193 Gladys Walk,922 Wawona Viaduct,12.86,completed
trip_971,driver_12,user_67,2025-07-10 11:34:25,2025-07-10 11:46:25,26 Lundys Hill,960 Allison Viaduct,43.92,completed
trip_972,driver_9,user_67,2025-07-10 18:26:58,2025-07-10 18:33:58,171 General Kennedy Alley,1291 Mcallister Glen,40.33,completed
trip_973,driver_15,user_64,2025-07-10 21:40:52,2025-07-10 21:51:52,50 Gennessee Manor,,8.6,cancelled
trip_974,driver_14,user_55,2025-07-10 02:28:07,2025-07-10 03:23:07,486 Golding Pine,986 Milton Field,28.63,in_progress
trip_975,driver_1,user_73,2025-07-10 08:22:56,2025-07-10 08:57:56,154 Menoher Hills,533 Helen Heights,36.95,completed
trip_976,driver_7,user_52,2025-07-10 05:47:55,2025-07-10 06:21:55,173 Olive Park,1069 Aspen Turnpike,,completed
trip_977,driver_2,user_77,2025-07-10 12:36:16,2025-07-10 12:51:16,621 Moultrie Turnpike,1044 Oak Grove Ranch,30.53,completed
trip_978,driver_15,user_70,2025-07-10 08:37:53,2025-07-10 09:05:53,136 Saint Charles Arcade,184 Ogden Ferry,42.63,completed
trip_979,driver_1,user_49,2025-07-10 11:20:39,2025-07-10 12:12:39,962 Amador Bayou,,33.61,in_progress
trip_980,driver_13,user_56,2025-07-10 10:43:34,2025-07-10 11:06:34,1273 Carrie Heights,35 Westmoorland Shore,48.76,completed
trip_981,driver_2,user_53,2025-07-10 04:28:12,2025-07-10 04:55:12,1013 Brant Pike,688 Church Park,43.46,completed
trip_982,driver_1,user_55,2025-07-10 17:47:14,2025-07-10 18:26:14,84 Telegraph Run,67 Frank Norris Route,15.88,completed
trip_983,driver_9,user_77,2025-07-10 08:36:42,2025-07-10 08:56:42,959 Clipper Alley,766 Cleveland Bayou,19.95,completed
trip_984,driver_20,user_55,2025-07-10 14:33:46,2025-07-10 14:45:46,1016 Raymond Landing,199 Lockwood Road,,cancelled
trip_985,driver_7,user_52,2025-07-10 18:54:21,2025-07-10 19:10:21,1320 Rhode Island Walk,473 Custom House Place,12.34,completed
trip_986,driver_16,user_57,2025-07-10 10:14:10,2025-07-10 10:46:10,732 Wiese Hills,1397 Townsend Stravenue,13.28,completed
trip_987,driver_1,user_66,2025-07-10 17:23:02,2025-07-10 18:06:02,241 Carroll Parkway,1369 Montclair Annex,12.56,completed
trip_988,driver_10,user_60,2025-07-10 13:09:50,2025-07-10 13:59:50,830 Zampa Loop,1161 Bell Road,,in_progress
trip_989,driver_16,user_52,2025-07-10 15:08:19,2025-07-10 16:01:19,886 Columbia Square Hill,807 Clarence Trace,28.97,in_progress
trip_990,driver_13,user_63,2025-07-10 18:05:11,2025-07-10 19:05:11,706 Mabel Hills,979 Mountview Lane,13.8,completed
trip_991,driver_19,user_67,2025-07-10 11:15:49,2025-07-10 11:30:49,688 Seneca Motorway,93 Garfield Plaza,,in_progress
trip_992,driver_15,user_69,2025-07-10 13:35:52,2025-07-10 14:25:52,,151 Automobile Bridge,42.66,completed
trip_993,driver_20,user_48,2025-07-10 11:58:27,2025-07-10 12:42:27,1350 Randolph Motorway,542 Perine Cove,35.67,completed
trip_994,driver_12,user_68,2025-07-10 04:42:56,2025-07-10 05:34:56,569 Brentwood Canyon,149 Kirkwood Terrace,18.21,completed
trip_995,driver_11,user_68,2025-07-10 09:09:39,2025-07-10 09:59:39,74 Felix Walk,518 Hawkins Loop,38.19,completed
trip_996,driver_16,user_76,2025-07-10 00:52:52,2025-07-10 00:58:52,319 Livingston Lane,317 Monticello Center,36.95,completed
trip_997,driver_19,user_52,2025-07-10 05:49:47,2025-07-10 06:12:47,347 Parkridge Mall,779 Shawnee Extension,24.43,completed
trip_998,driver_6,user_69,2025-07-10 08:31:59,2025-07-10 08:42:59,962 Jordan Field,902 Oak Access Cove,27.58,completed
trip_999,driver_13,user_46,2025-07-10 14:21:09,2025-07-10 15:15:09,838 Transbay Hump Hills,711 Fowler Parkway,36.55,completed
trip_1000,driver_1,user_58,2025-07-10 13:54:04,2025-07-10 14:00:04,224 Paramount Court,418 Locksley Rapids,19.03,completed
trip_1001,driver_10,user_61,2025-07-10 09:31:47,2025-07-10 09:57:47,247 Precita Trace,432 Cleveland Field,40.47,completed
trip_1002,driver_2,user_51,2025-07-10 10:55:29,2025-07-10 11:29:29,1030 Patterson Highway,591 Belmont Lane,10.58,completed
trip_1003,driver_15,user_54,2025-07-10 13:45:19,2025-07-10 14:25:19,723 Leavenworth Field,119 Rico Mall,26.55,completed
trip_1004,driver_7,user_46,2025-07-10 19:59:07,2025-07-10 20:56:07,675 Dawnview Extension,771 Balboa Lodge,,in_progress
trip_1005,driver_9,user_77,2025-07-10 13:08:03,2025-07-10 13:45:03,15 Sunview Route,215 Ezekiel Turnpike,,cancelled
trip_1006,driver_12,user_55,2025-07-10 02:20:12,2025-07-10 03:16:12,1096 Hyde Trail,1170 Modoc Ferry,32.54,completed
trip_1007,driver_10,user_45,2025-07-10 10:09:08,2025-07-10 10:57:08,507 Paloma Spur,1142 El Dorado Ranch,11.45,completed
trip_1008,driver_20,user_48,2025-07-10 21:07:50,2025-07-10 21:32:50,722 Joost Arcade,166 Park Presidio Loop,24.04,completed
trip_1009,driver_9,user_58,2025-07-10 13:15:14,2025-07-10 13:29:14,745 Otter Cove Pike,,8.03,completed
trip_1010,driver_3,user_68,2025-07-10 06:24:29,2025-07-10 06:52:29,865 Dawson Stravenue,1116 Moreland Hills,30.65,completed
trip_1011,driver_17,user_60,2025-07-10 21:29:05,2025-07-10 22:16:05,632 Mcallister Alley,,44.62,completed
trip_1012,driver_11,user_54,2025-07-10 16:12:23,2025-07-10 16:18:23,538 Ashton Path,469 Putnam Run,20.26,completed
trip_1013,driver_17,user_47,2025-07-10 20:37:34,2025-07-10 21:21:34,1151 Cassandra Street,1 Pena Avenue,36.98,completed
trip_1014,driver_12,user_60,2025-07-10 05:51:36,2025-07-10 06:04:36,614 Capitol Pike,937 Arballo Bend,14.91,completed
trip_1015,driver_13,user_57,2025-07-10 22:22:46,2025-07-10 23:03:46,26 Overlook Lane,,,cancelled
trip_1016,driver_4,user_71,2025-07-10 13:18:57,2025-07-10 14:05:57,274 San Lorenzo Creek,1079 Carver Avenue,6.6,in_progress
trip_1017,driver_3,user_49,2025-07-10 08:57:13,2025-07-10 09:29:13,906 Horace Park,8 Harlem Place,38.89,completed
trip_1018,driver_15,user_45,2025-07-10 01:23:35,2025-07-10 01:34:35,796 Thorne Drive,225 Middle West Crescent,42.23,completed
trip_1019,driver_3,user_60,2025-07-10 11:24:42,2025-07-10 11:49:42,614 Ringold Glen,1357 Ewer Mall,24.03,completed
trip_1020,driver_8,user_66,2025-07-10 01:02:59,2025-07-10 01:08:59,886 Mcdowell Center,823 Russian Hill Glen,37.35,completed
trip_1021,driver_10,user_73,2025-07-10 13:04:32,2025-07-10 13:51:32,612 Sweeny Trail,1032 Blanche Bend,7.54,completed
trip_1022,driver_5,user_49,2025-07-10 13:23:27,2025-07-10 13:37:27,,1278 Gerke Hill,30.06,in_progress
trip_1023,driver_8,user_76,2025-07-10 13:03:45,2025-07-10 14:02:45,503 Dock Run,264 Campton Viaduct,25.73,completed
trip_1024,driver_6,user_66,2025-07-10 14:30:26,2025-07-10 15:24:26,729 Perry Ferry,1063 Lakeshore Trail,7.93,completed
trip_1025,driver_10,user_72,2025-07-10 20:13:16,2025-07-10 20:41:16,703 Hillview Glen,203 Woodside Run,30.91,completed
trip_1026,driver_10,user_69,2025-07-10 03:12:34,2025-07-10 03:55:34,1057 Wallace Ferry,1258 Arnold Mews,10.04,completed
trip_1027,driver_18,user_74,2025-07-10 04:35:02,2025-07-10 05:27:02,,822 San Jose Route,,in_progress
trip_1028,driver_16,user_48,2025-07-10 17:39:14,2025-07-10 17:59:14,1281 Argent Bayou,43 Reed Path,25.58,completed
trip_1029,driver_2,user_77,2025-07-10 05:36:25,2025-07-10 06:00:25,,908 Niagara Estate,,completed
trip_1030,driver_19,user_77,2025-07-10 14:49:42,2025-07-10 15:13:42,309 Nibbi Shore,,36.66,completed
trip_1031,driver_16,user_50,2025-07-10 10:48:26,2025-07-10 11:32:26,882 Fratessa Bridge,862 Sotelo Lane,,cancelled
trip_1032,driver_7,user_50,2025-07-10 08:53:30,2025-07-10 09:27:30,623 Vasquez Hill,509 Cortes Drive,15.26,cancelled
trip_1033,driver_11,user_65,2025-07-10 05:22:18,2025-07-10 05:58:18,1353 Auburn Circle,81 Birchwood Mall,16.95,in_progress
trip_1034,driver_5,user_48,2025-07-10 14:14:21,2025-07-10 14:56:21,617 Devonshire Annex,936 Sherman Drive,15.0,completed
trip_1035,driver_19,user_60,2025-07-10 19:47:41,2025-07-10 20:15:41,480 Diamond Heights Path,733 Flower Walk,,completed
trip_1036,driver_13,user_71,2025-07-10 05:22:13,2025-07-10 06:14:13,970 Locksley Place,681 Boardman Turnpike,9.37,completed
trip_1037,driver_19,user_46,2025-07-10 18:39:45,2025-07-10 19:15:45,688 Great Ranch,748 Guerrero Crossing,49.98,completed
trip_1038,driver_11,user_54,2025-07-10 22:15:23,2025-07-10 23:08:23,1218 Ney Place,926 Bertie Minor Viaduct,,cancelled
trip_1039,driver_4,user_65,2025-07-10 08:31:19,2025-07-10 09:22:19,236 North Circle,,,completed
trip_1040,driver_3,user_74,2025-07-10 22:58:09,2025-07-10 23:55:09,201 Coso Crescent,424 Tunnel Landing,47.3,completed
trip_1041,driver_20,user_48,2025-07-10 07:01:28,2025-07-10 07:39:28,999 Quincy Estate,1226 Crossover Center,39.69,completed
trip_1042,driver_16,user_56,2025-07-10 09:50:09,2025-07-10 10:25:09,699 Maxwell Boulevard,583 Redwood Rapids,7.85,in_progress
trip_1043,driver_20,user_77,2025-07-10 09:24:47,2025-07-10 10:01:47,547 Chenery Boulevard,96 Kirkwood Stravenue,14.78,cancelled
trip_1044,driver_14,user_73,2025-07-10 11:22:13,2025-07-10 12:06:13,276 Lakeshore Station,830 Sola Walk,48.91,completed
trip_1045,driver_6,user_61,2025-07-10 02:01:53,2025-07-10 02:27:53,,344 Varennes Manor,8.82,completed
trip_1046,driver_8,user_47,2025-07-10 20:34:09,2025-07-10 21:12:09,931 Bayside Alley,828 Colusa Glen,16.24,completed
trip_1047,driver_17,user_53,2025-07-10 04:00:50,2025-07-10 04:12:50,1205 Zeno Place,236 Tompkins Cove,23.1,completed
trip_1048,driver_15,user_78,2025-07-10 00:34:33,2025-07-10 01:30:33,150 Striped Bass Pine,276 Allen Ranch,23.73,completed
trip_1049,driver_1,user_66,2025-07-10 07:48:41,2025-07-10 08:27:41,5 Admiral Loop,828 Cochrane Highway,44.53,completed
trip_1050,driver_4,user_75,2025-07-10 13:54:59,2025-07-10 14:53:59,1065 Italy Hills,1230 Saratoga Motorway,41.82,completed
trip_1051,driver_15,user_76,2025-07-10 01:59:31,2025-07-10 02:28:31,1308 Annie Route,373 Huron Viaduct,20.18,in_progress
trip_1052,driver_3,user_75,2025-07-10 15:30:13,2025-07-10 16:27:13,1202 Gateview 2 Street,431 Retiro Green,31.61,completed
trip_1053,driver_20,user_64,2025-07-10 18:11:33,2025-07-10 19:01:33,402 Montague Junction,1248 Darien Pass,,completed
trip_1054,driver_13,user_64,2025-07-10 00:57:27,2025-07-10 01:27:27,929 Ridge Grove,124 Karen Estate,40.09,in_progress
trip_1055,driver_2,user_54,2025-07-10 00:31:35,2025-07-10 00:38:35,411 Alpine Path,580 Gambier Plaza,43.03,completed
trip_1056,driver_19,user_66,2025-07-10 22:40:43,2025-07-10 23:10:43,341 Oak Access Expressway,796 Yacht Path,,completed
trip_1057,driver_1,user_62,2025-07-10 05:41:28,2025-07-10 05:47:28,1262 Sycamore Park,2 Ramsel Mews,,completed
trip_1058,driver_18,user_62,2025-07-10 10:18:35,2025-07-10 10:26:35,339 Quebec Highway,,28.23,completed
trip_1059,driver_11,user_60,2025-07-10 10:12:32,2025-07-10 10:21:32,1295 Glover Lane,954 Roach Row,10.98,completed
trip_1060,driver_16,user_67,2025-07-10 12:58:16,2025-07-10 13:16:16,,1225 Fauntleroy Boulevard,40.8,completed
trip_1061,driver_7,user_52,2025-07-10 09:29:06,2025-07-10 09:51:06,1266 San Marcos Rapids,1174 Brompton Canyon,,completed
trip_1062,driver_19,user_68,2025-07-10 11:50:30,2025-07-10 12:49:30,,554 Ophir Plaza,24.93,completed
trip_1063,driver_8,user_75,2025-07-10 17:11:10,2025-07-10 18:06:10,863 Martinez Junction,369 Broderick Trace,6.22,completed
trip_1064,driver_14,user_65,2025-07-10 21:06:13,2025-07-10 21:33:13,1391 Raleigh Ranch,105 Transbay Loop Highway,,completed
trip_1065,driver_3,user_52,2025-07-10 12:25:28,2025-07-10 13:11:28,,994 Agnon Square,20.59,completed
trip_1066,driver_18,user_69,2025-07-10 01:06:56,2025-07-10 01:37:56,120 San Anselmo Crescent,37 Stevenson Avenue,24.83,completed
trip_1067,driver_16,user_51,2025-07-10 12:53:08,2025-07-10 13:07:08,1117 Russ Arcade,1201 Christmas Tree Point Extension,18.12,completed
trip_1068,driver_18,user_51,2025-07-10 21:57:50,2025-07-10 22:44:50,734 Avila Lane,501 Santa Paula Trace,44.38,completed
trip_1069,driver_6,user_61,2025-07-10 14:20:42,2025-07-10 14:44:42,231 Weston Boulevard,80 Seacliff Mall,34.13,completed
trip_1070,driver_2,user_61,2025-07-10 14:42:12,2025-07-10 15:34:12,,1041 Hoffman Creek,49.57,completed
trip_1071,driver_13,user_69,2025-07-10 09:54:12,2025-07-10 10:16:12,1258 Woodward Center,599 John Bridge,44.47,completed
trip_1072,driver_9,user_70,2025-07-10 19:27:04,2025-07-10 20:22:04,419 Stow Lake Loop,1157 Hemway Ranch,17.68,cancelled
trip_1073,driver_18,user_76,2025-07-10 19:30:51,2025-07-10 20:13:51,716 Marietta Spur,1235 Atalaya Bend,29.42,completed
trip_1074,driver_11,user_56,2025-07-10 14:08:56,2025-07-10 14:31:56,423 Bucareli Bridge,474 Bay View Lane,15.35,completed
trip_1075,driver_9,user_46,2025-07-10 18:20:34,2025-07-10 18:47:34,933 Capp Stravenue,296 Carpenter Parkway,,cancelled
trip_1076,driver_13,user_68,2025-07-10 00:57:16,2025-07-10 01:56:16,179 Ramona Trace,859 Sterling Cove,31.88,cancelled
trip_1077,driver_20,user_76,2025-07-10 09:42:52,2025-07-10 10:35:52,1054 Yorba Trail,984 Ingerson Loop,8.14,completed
trip_1078,driver_2,user_55,2025-07-10 06:04:08,2025-07-10 06:33:08,507 Cora Expressway,205 Alviso Crescent,17.95,in_progress
trip_1079,driver_10,user_71,2025-07-10 01:23:38,2025-07-10 01:38:38,1388 Bluxome Motorway,278 Westside Terrace,42.51,completed
trip_1080,driver_10,user_58,2025-07-10 11:27:23,2025-07-10 12:05:23,1342 Macondray Bayou,1057 Steuart Pike,7.1,completed
trip_1081,driver_2,user_70,2025-07-10 10:36:24,2025-07-10 11:29:24,699 Campton Pine,563 Friedell Manor,46.38,completed
trip_1082,driver_10,user_73,2025-07-10 15:46:34,2025-07-10 16:00:34,2 Fairfax Mall,700 Morse Walk,23.71,completed
trip_1083,driver_5,user_47,2025-07-10 23:31:02,2025-07-11 00:14:02,939 Springfield Terrace,819 Avenue F Station,,cancelled
trip_1084,driver_16,user_69,2025-07-10 00:33:32,2025-07-10 01:20:32,32 Connecticut Turnpike,1072 Laidley Extension,35.48,completed
trip_1085,driver_10,user_75,2025-07-10 01:21:15,2025-07-10 02:04:15,1283 Santa Cruz Estate,680 Opalo Trace,18.87,in_progress
trip_1086,driver_3,user_76,2025-07-10 12:38:44,2025-07-10 13:12:44,725 Marshall Lodge,36 Dakota Grove,12.19,completed
trip_1087,driver_14,user_75,2025-07-10 18:09:17,2025-07-10 19:09:17,708 Mullen Motorway,1196 Valmar Walk,30.15,completed
trip_1088,driver_3,user_77,2025-07-10 11:40:03,2025-07-10 12:14:03,,415 Halibut Glen,47.54,completed
trip_1089,driver_4,user_70,2025-07-10 12:46:53,2025-07-10 13:20:53,483 San Gabriel Highway,334 Mariner Path,27.75,completed
trip_1090,driver_1,user_57,2025-07-10 06:55:47,2025-07-10 07:16:47,1040 Tucker Terrace,,,completed
trip_1091,driver_4,user_72,2025-07-10 16:30:31,2025-07-10 17:00:31,434 Parker Point,1220 Fern Circle,40.42,completed
trip_1092,driver_19,user_58,2025-07-10 03:22:51,2025-07-10 03:28:51,6 Detroit Stravenue,432 Pershing Loop,43.84,completed
trip_1093,driver_4,user_49,2025-07-10 22:50:21,2025-07-10 23:28:21,110 Vulcan Pine,467 California Arcade,27.81,completed
trip_1094,driver_17,user_45,2025-07-10 20:57:15,2025-07-10 21:42:15,503 Stark Gardens,956 Jessie East Stravenue,32.59,completed
trip_1095,driver_20,user_64,2025-07-10 14:56:03,2025-07-10 15:32:03,142 Andover Bridge,696 Harlan Turnpike,13.01,completed
trip_1096,driver_17,user_48,2025-07-10 17:42:28,2025-07-10 18:22:28,636 Kelloch Turnpike,602 Evelyn Green,13.79,completed
trip_1097,driver_19,user_53,2025-07-10 22:30:27,2025-07-10 22:58:27,862 Ninth Estate,142 Kenwood Cove,,completed
trip_1098,driver_8,user_75,2025-07-10 00:02:06,2025-07-10 00:29:06,619 Harkness Hill,449 Isadora Duncan Crescent,,cancelled
trip_1099,driver_12,user_71,2025-07-10 05:40:28,2025-07-10 06:31:28,260 Harold Expressway,616 Collingwood Circle,14.41,completed
trip_1100,driver_17,user_75,2025-07-10 06:32:47,2025-07-10 06:44:47,898 Cervantes Turnpike,549 Banbury Stravenue,26.78,completed
trip_1101,driver_7,user_65,2025-07-10 12:41:47,2025-07-10 13:19:47,796 Malta Manor,1110 Aerial Loop,6.72,completed
trip_1102,driver_3,user_69,2025-07-10 16:02:27,2025-07-10 16:59:27,959 View Avenue,904 Carmel Loop,,completed
trip_1103,driver_10,user_62,2025-07-10 21:01:44,2025-07-10 21:41:44,312 Museum Parkway,1303 Jennifer Viaduct,15.95,completed
trip_1104,driver_14,user_57,2025-07-10 02:40:02,2025-07-10 03:03:02,1156 Custom House Loop,1155 Bartlett Bridge,9.75,completed
trip_1105,driver_9,user_56,2025-07-10 21:34:40,2025-07-10 22:09:40,516 Sumner Ferry,492 Derby Green,35.05,completed
trip_1106,driver_17,user_77,2025-07-10 12:47:43,2025-07-10 12:56:43,1194 Sunnyside Terrace,262 Grace Road,37.49,completed
trip_1107,driver_11,user_57,2025-07-10 07:34:02,2025-07-10 08:16:02,859 Hollister Drive,151 Silverview Ranch,7.82,in_progress
trip_1108,driver_20,user_48,2025-07-10 03:15:15,2025-07-10 03:25:15,1360 Gerke Parkway,456 De Long Trail,6.13,completed
trip_1109,driver_2,user_50,2025-07-10 07:53:39,2025-07-10 08:00:39,882 Miraloma Park,365 Quane Lake,32.9,completed
trip_1110,driver_6,user_57,2025-07-10 18:14:36,2025-07-10 19:02:36,1201 Olympia Ranch,580 Pleasant Terrace,,completed
trip_1111,driver_15,user_60,2025-07-10 16:26:07,2025-07-10 17:11:07,297 Wetmore Freeway,54 Candlestick Point Sra Terrace,27.59,completed
trip_1112,driver_19,user_59,2025-07-10 19:40:14,2025-07-10 20:33:14,1328 Custer Circle,102 Sibley Run,30.81,completed
trip_1113,driver_6,user_47,2025-07-10 07:20:28,2025-07-10 07:55:28,374 Pasadena Trace,338 Rosemont Crossing,22.98,cancelled
trip_1114,driver_16,user_75,2025-07-10 01:23:42,2025-07-10 01:47:42,136 Evelyn Loop,887 Bemis Pike,30.4,cancelled
trip_1115,driver_1,user_65,2025-07-10 16:48:48,2025-07-10 17:30:48,70 Atalaya Stravenue,463 San Pablo Annex,34.79,completed
trip_1116,driver_14,user_67,2025-07-10 15:17:17,2025-07-10 15:34:17,801 Santa Cruz Terrace,1058 Broadmoor Field,,in_progress
trip_1117,driver_3,user_71,2025-07-10 22:53:51,2025-07-10 23:25:51,161 Park Presidio Junction,404 Crestwell Gardens,40.79,completed
trip_1118,driver_8,user_67,2025-07-10 13:23:00,2025-07-10 14:17:00,694 Revello Trace,1166 John F Shelley Station,,in_progress
trip_1119,driver_14,user_57,2025-07-09 23:57:48,2025-07-10 00:56:48,647 Jessie East Bypass,117 Scott Viaduct,26.27,completed
trip_1120,driver_14,user_76,2025-07-10 07:25:15,2025-07-10 07:36:15,201 Freeman Point,901 Red Rock Grove,35.8,completed
trip_1121,driver_7,user_57,2025-07-10 01:26:56,2025-07-10 01:38:56,1013 Wattson Bypass,,12.11,completed
trip_1122,driver_19,user_71,2025-07-10 15:05:10,2025-07-10 15:59:10,867 Allison Hills,937 Persia Lane,41.37,completed
trip_1123,driver_10,user_64,2025-07-10 20:41:07,2025-07-10 21:28:07,399 Montague Ranch,477 Florentine Lane,22.77,completed
trip_1124,driver_3,user_48,2025-07-10 04:03:24,2025-07-10 04:24:24,1154 Polk Stravenue,761 Wisser Canyon,,completed
trip_1125,driver_17,user_72,2025-07-10 16:58:54,2025-07-10 17:43:54,396 Harrington Canyon,1325 Forsyth Avenue,35.57,completed
trip_1126,driver_13,user_48,2025-07-10 06:32:31,2025-07-10 07:16:31,545 Leidesdorff Viaduct,85 Donahue Center,31.11,completed
trip_1127,driver_10,user_68,2025-07-10 11:12:20,2025-07-10 11:36:20,784 Jack Kerouac Heights,665 Blanche Rapids,43.38,completed
trip_1128,driver_4,user_45,2025-07-10 08:10:16,2025-07-10 08:38:16,1199 Esmeralda Annex,295 Amity Pass,37.15,completed
trip_1129,driver_7,user_67,2025-07-10 06:22:14,2025-07-10 06:37:14,908 Gerard Creek,448 Miles Gardens,33.02,completed
trip_1130,driver_20,user_75,2025-07-10 08:17:33,2025-07-10 08:58:33,299 Francis Expressway,1345 Lyon Junction,9.81,completed
trip_1131,driver_7,user_48,2025-07-10 08:51:50,2025-07-10 09:38:50,636 Newton Bypass,76 Hanover Path,,completed
trip_1132,driver_14,user_56,2025-07-10 00:14:01,2025-07-10 00:26:01,432 Hunter Row,443 Robert Kirk Green,42.87,completed
trip_1133,driver_14,user_51,2025-07-10 18:44:45,2025-07-10 19:11:45,1277 Oakwood Mews,1065 Raycliff Hills,6.3,completed
trip_1134,driver_3,user_49,2025-07-10 11:11:03,2025-07-10 11:27:03,443 Kate Route,292 Southard Crescent,42.99,completed
trip_1135,driver_18,user_46,2025-07-10 09:19:27,2025-07-10 10:19:27,42 Saint Germain Extension,292 Alemany Rapids,29.37,completed
trip_1136,driver_4,user_74,2025-07-10 22:29:53,2025-07-10 22:37:53,480 Case Ferry,1197 Mullen Manor,33.99,in_progress
trip_1137,driver_8,user_59,2025-07-10 07:02:52,2025-07-10 07:43:52,1077 Mabini Walk,95 Virgil Mall,22.54,completed
trip_1138,driver_4,user_56,2025-07-10 19:27:23,2025-07-10 20:18:23,1275 Graham Cove,,6.69,completed
